Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA,AvgH,AvgD,AvgA,P<2.5,FTR_A,FTR_D,FTR_H
2020-12-05,15:15:00,Waasland-Beveren,Mouscron,2.0,0.0,0.0,0.0,D,12.0,6.0,5.0,2.0,9.0,8.0,7.0,2.0,1.0,2.0,0.0,0.0,2.4,3.51,3.07,2.31,3.43,2.94,1.98,0.0,0.0,1.0
2020-12-04,19:45:00,Waregem,Anderlecht,2.0,2.0,1.0,1.0,D,8.0,21.0,2.0,6.0,13.0,12.0,1.0,4.0,1.0,2.0,0.0,0.0,3.75,4.31,1.88,3.65,4.03,1.85,2.59,0.0,1.0,0.0
2020-12-03,16:00:00,Eupen,Mechelen,1.0,1.0,1.0,0.0,H,10.0,25.0,3.0,6.0,7.0,7.0,2.0,8.0,0.0,2.0,0.0,0.0,2.64,3.37,2.84,2.51,3.31,2.76,2.06,0.0,1.0,0.0
2020-12-02,16:00:00,Charleroi,Waasland-Beveren,0.0,2.0,0.0,1.0,A,11.0,11.0,4.0,4.0,14.0,9.0,4.0,7.0,1.0,3.0,1.0,0.0,1.3,5.79,10.96,1.3,5.44,9.35,2.46,1.0,0.0,0.0
2020-12-01,16:00:00,Mouscron,St Truiden,3.0,2.0,1.0,0.0,H,10.0,18.0,6.0,7.0,12.0,13.0,2.0,8.0,3.0,3.0,0.0,0.0,3.01,3.34,2.52,2.92,3.24,2.43,1.71,0.0,0.0,1.0
2020-11-30,19:45:00,Antwerp,Oud-Heverlee Leuven,3.0,2.0,2.0,2.0,D,29.0,16.0,9.0,4.0,9.0,20.0,11.0,2.0,3.0,5.0,0.0,0.0,1.63,4.31,5.28,1.6,4.23,4.96,2.65,0.0,0.0,1.0
2020-11-29,19:45:00,Kortrijk,Oostende,3.0,1.0,1.0,1.0,D,19.0,15.0,10.0,9.0,11.0,12.0,5.0,6.0,0.0,3.0,0.0,0.0,2.25,3.74,3.1,2.22,3.58,2.97,2.22,0.0,0.0,1.0
2020-11-29,17:15:00,Anderlecht,Standard,0.0,0.0,0.0,0.0,D,7.0,12.0,1.0,3.0,14.0,11.0,2.0,6.0,2.0,2.0,0.0,0.0,2.24,3.6,3.29,2.17,3.49,3.13,2.06,0.0,1.0,0.0
2020-11-29,15:00:00,Gent,Waregem,0.0,3.0,0.0,2.0,A,13.0,10.0,4.0,5.0,15.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,1.5,4.85,6.03,1.49,4.61,5.68,2.89,1.0,0.0,0.0
2020-11-29,12:30:00,Mechelen,Beerschot VA,2.0,3.0,2.0,1.0,H,12.0,9.0,3.0,5.0,12.0,11.0,3.0,2.0,4.0,2.0,1.0,0.0,2.18,4.03,3.11,2.15,3.78,2.98,2.8,1.0,0.0,0.0
2020-11-28,19:45:00,Mouscron,Club Brugge,0.0,0.0,0.0,0.0,D,4.0,14.0,3.0,1.0,20.0,15.0,1.0,4.0,2.0,3.0,0.0,0.0,9.17,5.3,1.36,8.57,5.11,1.33,2.33,0.0,1.0,0.0
2020-11-28,17:30:00,Cercle Brugge,Genk,1.0,5.0,0.0,4.0,A,8.0,18.0,2.0,11.0,9.0,5.0,2.0,6.0,2.0,0.0,0.0,0.0,3.62,3.97,2.0,3.4,3.77,1.98,2.48,1.0,0.0,0.0
2020-11-28,15:15:00,St Truiden,Waasland-Beveren,1.0,1.0,1.0,0.0,H,8.0,14.0,4.0,4.0,14.0,13.0,10.0,7.0,3.0,1.0,0.0,0.0,1.79,4.16,4.29,1.78,3.91,4.05,2.37,0.0,1.0,0.0
2020-11-27,19:45:00,Eupen,Charleroi,3.0,1.0,1.0,0.0,H,6.0,15.0,3.0,2.0,14.0,11.0,6.0,3.0,1.0,5.0,0.0,0.0,3.17,3.57,2.31,3.07,3.43,2.25,2.05,0.0,0.0,1.0
2020-11-25,16:00:00,Cercle Brugge,Mouscron,1.0,2.0,0.0,0.0,D,13.0,9.0,3.0,2.0,12.0,11.0,4.0,5.0,4.0,2.0,0.0,0.0,1.72,4.02,5.01,1.7,3.91,4.57,2.19,1.0,0.0,0.0
2020-11-24,16:00:00,Waasland-Beveren,Oostende,2.0,0.0,0.0,0.0,D,14.0,12.0,5.0,2.0,10.0,13.0,2.0,6.0,2.0,2.0,0.0,0.0,5.65,4.56,1.57,5.51,4.37,1.54,2.41,0.0,0.0,1.0
2020-11-23,19:45:00,Oud-Heverlee Leuven,St Truiden,2.0,2.0,1.0,1.0,D,18.0,10.0,7.0,3.0,16.0,19.0,4.0,1.0,1.0,4.0,0.0,0.0,2.02,3.7,3.72,1.97,3.62,3.54,2.44,0.0,1.0,0.0
2020-11-22,19:45:00,Genk,Mouscron,4.0,1.0,1.0,1.0,D,15.0,17.0,10.0,3.0,10.0,22.0,5.0,3.0,1.0,4.0,0.0,0.0,1.42,4.96,7.53,1.4,4.74,6.96,2.32,0.0,0.0,1.0
2020-11-22,17:15:00,Charleroi,Gent,0.0,1.0,0.0,1.0,A,5.0,9.0,3.0,4.0,10.0,18.0,3.0,4.0,1.0,2.0,0.0,0.0,2.07,3.53,3.81,2.04,3.46,3.5,2.3,1.0,0.0,0.0
2020-11-22,15:00:00,Waregem,Mechelen,1.0,2.0,0.0,1.0,A,5.0,9.0,1.0,3.0,11.0,26.0,3.0,4.0,0.0,2.0,0.0,0.0,2.83,3.84,2.42,2.72,3.63,2.36,2.46,1.0,0.0,0.0
2020-11-22,12:30:00,Beerschot VA,Anderlecht,2.0,1.0,1.0,0.0,H,13.0,13.0,10.0,2.0,21.0,17.0,5.0,3.0,2.0,2.0,0.0,0.0,2.94,3.96,2.3,2.85,3.79,2.23,2.78,0.0,0.0,1.0
2020-11-21,19:45:00,Club Brugge,Kortrijk,1.0,0.0,0.0,0.0,D,17.0,5.0,4.0,2.0,8.0,18.0,7.0,2.0,0.0,3.0,0.0,0.0,1.3,5.93,10.4,1.29,5.64,9.1,2.74,0.0,0.0,1.0
2020-11-21,17:30:00,Oostende,Antwerp,1.0,1.0,0.0,0.0,D,14.0,12.0,3.0,5.0,13.0,8.0,7.0,5.0,1.0,1.0,0.0,0.0,3.04,3.82,2.29,2.96,3.55,2.24,2.24,0.0,1.0,0.0
2020-11-21,17:30:00,Waasland-Beveren,Cercle Brugge,0.0,2.0,0.0,1.0,A,12.0,9.0,5.0,5.0,11.0,11.0,5.0,7.0,4.0,3.0,1.0,0.0,3.32,4.08,2.07,3.21,3.81,2.04,2.55,1.0,0.0,0.0
2020-11-21,15:15:00,Standard,Eupen,2.0,2.0,1.0,1.0,D,14.0,11.0,6.0,5.0,11.0,22.0,3.0,3.0,2.0,0.0,1.0,0.0,1.68,3.9,5.59,1.65,3.79,5.15,2.0,0.0,1.0,0.0
2020-11-08,19:45:00,Cercle Brugge,Waregem,1.0,3.0,0.0,2.0,A,14.0,16.0,5.0,6.0,8.0,13.0,4.0,8.0,3.0,3.0,0.0,0.0,2.05,4.09,3.36,1.99,3.89,3.28,2.53,1.0,0.0,0.0
2020-11-08,17:15:00,Gent,Anderlecht,1.0,1.0,0.0,1.0,A,8.0,10.0,3.0,3.0,20.0,13.0,2.0,7.0,3.0,4.0,0.0,0.0,2.36,3.6,3.06,2.28,3.51,2.91,2.6,0.0,1.0,0.0
2020-11-08,15:00:00,Oostende,Club Brugge,1.0,3.0,1.0,1.0,D,14.0,15.0,5.0,7.0,10.0,8.0,4.0,8.0,3.0,0.0,1.0,0.0,4.39,4.06,1.8,4.18,3.93,1.75,2.44,1.0,0.0,0.0
2020-11-08,12:30:00,Antwerp,Standard,1.0,1.0,1.0,0.0,H,17.0,10.0,4.0,3.0,4.0,14.0,3.0,3.0,0.0,3.0,0.0,0.0,2.29,3.37,3.4,2.24,3.28,3.21,1.94,0.0,1.0,0.0
2020-11-07,19:45:00,St Truiden,Genk,1.0,2.0,1.0,2.0,A,15.0,8.0,2.0,5.0,21.0,19.0,11.0,4.0,5.0,2.0,1.0,0.0,3.61,3.41,2.18,3.45,3.36,2.11,2.16,1.0,0.0,0.0
2020-11-07,17:30:00,Eupen,Waasland-Beveren,1.0,1.0,0.0,1.0,A,25.0,9.0,8.0,3.0,12.0,12.0,14.0,4.0,1.0,2.0,0.0,0.0,1.49,4.44,7.48,1.47,4.39,6.47,2.62,0.0,1.0,0.0
2020-11-07,15:15:00,Kortrijk,Beerschot VA,5.0,5.0,2.0,1.0,H,23.0,23.0,8.0,12.0,11.0,14.0,6.0,6.0,2.0,2.0,0.0,0.0,2.39,4.24,2.67,2.35,3.93,2.61,2.82,0.0,1.0,0.0
2020-11-06,19:45:00,Mechelen,Charleroi,3.0,3.0,2.0,1.0,H,20.0,9.0,7.0,2.0,9.0,12.0,4.0,6.0,2.0,3.0,0.0,0.0,2.97,3.75,2.36,2.87,3.56,2.31,2.25,0.0,1.0,0.0
2020-11-02,19:45:00,Waregem,Kortrijk,1.0,1.0,0.0,0.0,D,8.0,16.0,2.0,5.0,20.0,8.0,3.0,9.0,2.0,0.0,1.0,0.0,2.4,3.81,2.82,2.38,3.63,2.7,2.4,0.0,1.0,0.0
2020-11-01,19:45:00,Waasland-Beveren,Gent,1.0,4.0,0.0,4.0,A,14.0,16.0,4.0,9.0,10.0,8.0,7.0,3.0,4.0,0.0,0.0,0.0,6.36,4.69,1.51,5.93,4.64,1.47,2.81,1.0,0.0,0.0
2020-11-01,17:15:00,Standard,Oostende,1.0,0.0,0.0,0.0,D,13.0,10.0,2.0,2.0,13.0,19.0,9.0,4.0,1.0,3.0,0.0,0.0,1.76,3.91,4.88,1.74,3.73,4.52,2.03,0.0,0.0,1.0
2020-11-01,12:30:00,Anderlecht,Antwerp,1.0,0.0,0.0,0.0,D,14.0,15.0,4.0,6.0,8.0,9.0,4.0,6.0,0.0,3.0,0.0,0.0,2.17,3.6,3.44,2.13,3.45,3.28,2.13,0.0,0.0,1.0
2020-10-31,19:45:00,Club Brugge,Mechelen,2.0,2.0,2.0,1.0,H,14.0,10.0,5.0,7.0,15.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.27,6.17,11.6,1.26,5.87,10.35,2.58,0.0,1.0,0.0
2020-10-31,17:30:00,Charleroi,Cercle Brugge,3.0,0.0,0.0,0.0,D,20.0,9.0,9.0,3.0,18.0,8.0,11.0,1.0,2.0,1.0,0.0,0.0,1.55,4.43,6.28,1.52,4.28,5.89,2.11,0.0,0.0,1.0
2020-10-31,15:15:00,Beerschot VA,Oud-Heverlee Leuven,4.0,2.0,2.0,1.0,H,18.0,18.0,9.0,5.0,19.0,11.0,7.0,5.0,5.0,1.0,0.0,0.0,1.86,4.24,3.91,1.85,4.04,3.64,3.09,0.0,0.0,1.0
2020-10-30,19:45:00,Genk,Eupen,4.0,0.0,1.0,0.0,H,14.0,15.0,8.0,4.0,12.0,12.0,3.0,6.0,1.0,2.0,0.0,0.0,1.88,3.98,4.06,1.85,3.75,3.89,2.25,0.0,0.0,1.0
2020-10-26,19:45:00,Gent,Genk,1.0,2.0,1.0,1.0,D,16.0,8.0,6.0,3.0,15.0,10.0,8.0,3.0,1.0,2.0,0.0,0.0,2.03,3.7,3.69,1.96,3.63,3.54,2.48,1.0,0.0,0.0
2020-10-25,17:15:00,St Truiden,Standard,2.0,0.0,1.0,0.0,H,9.0,10.0,2.0,4.0,12.0,13.0,4.0,3.0,1.0,1.0,0.0,0.0,4.33,4.18,1.79,4.26,3.9,1.74,2.09,0.0,0.0,1.0
2020-10-25,15:00:00,Oostende,Waregem,3.0,0.0,3.0,0.0,H,15.0,22.0,9.0,4.0,14.0,13.0,4.0,10.0,1.0,1.0,0.0,0.0,1.91,4.14,3.8,1.87,3.87,3.66,2.46,0.0,0.0,1.0
2020-10-25,12:30:00,Antwerp,Beerschot VA,3.0,2.0,2.0,1.0,H,11.0,11.0,3.0,2.0,10.0,11.0,8.0,6.0,4.0,2.0,0.0,0.0,1.93,3.7,4.18,1.89,3.68,3.83,2.57,0.0,0.0,1.0
2020-10-24,19:45:00,Oud-Heverlee Leuven,Club Brugge,2.0,1.0,1.0,1.0,D,12.0,20.0,6.0,10.0,14.0,14.0,4.0,4.0,2.0,3.0,0.0,0.0,7.06,4.82,1.46,6.23,4.54,1.46,2.56,0.0,0.0,1.0
2020-10-23,19:45:00,Kortrijk,Anderlecht,1.0,3.0,0.0,2.0,A,14.0,16.0,3.0,7.0,10.0,20.0,4.0,3.0,0.0,2.0,0.0,0.0,3.61,3.67,2.09,3.42,3.53,2.05,2.22,1.0,0.0,0.0
2020-10-18,19:30:00,Anderlecht,Oud-Heverlee Leuven,2.0,2.0,2.0,0.0,H,21.0,18.0,4.0,6.0,10.0,16.0,3.0,8.0,1.0,2.0,0.0,0.0,1.55,4.45,6.16,1.51,4.37,5.66,2.52,0.0,1.0,0.0
2020-10-18,17:15:00,Genk,Charleroi,2.0,1.0,1.0,0.0,H,11.0,14.0,6.0,5.0,21.0,15.0,4.0,5.0,4.0,2.0,1.0,0.0,2.64,3.4,2.82,2.53,3.37,2.68,2.14,0.0,0.0,1.0
2020-10-18,15:00:00,Mouscron,Eupen,0.0,2.0,0.0,0.0,D,17.0,13.0,6.0,6.0,9.0,15.0,5.0,4.0,3.0,1.0,0.0,0.0,3.46,3.81,2.1,3.26,3.55,2.09,1.88,1.0,0.0,0.0
2020-10-18,12:30:00,Waregem,Antwerp,1.0,3.0,1.0,0.0,H,15.0,22.0,6.0,12.0,6.0,9.0,3.0,9.0,1.0,1.0,0.0,0.0,3.19,4.23,2.09,3.14,3.87,2.05,2.4,1.0,0.0,0.0
2020-10-17,19:45:00,Standard,Club Brugge,1.0,1.0,0.0,1.0,A,13.0,9.0,4.0,3.0,11.0,16.0,8.0,5.0,2.0,3.0,0.0,0.0,3.83,3.59,2.04,3.54,3.47,2.02,2.06,0.0,1.0,0.0
2020-10-17,17:30:00,Beerschot VA,St Truiden,6.0,3.0,5.0,1.0,H,15.0,12.0,7.0,5.0,14.0,16.0,4.0,4.0,0.0,4.0,0.0,0.0,1.78,3.88,4.77,1.72,3.82,4.49,2.32,0.0,0.0,1.0
2020-10-17,17:30:00,Mechelen,Kortrijk,1.0,2.0,0.0,0.0,D,19.0,12.0,6.0,6.0,12.0,7.0,7.0,6.0,2.0,1.0,1.0,0.0,2.0,3.66,3.9,1.99,3.54,3.57,2.32,1.0,0.0,0.0
2020-10-17,15:15:00,Cercle Brugge,Gent,5.0,2.0,2.0,1.0,H,14.0,17.0,9.0,6.0,7.0,12.0,5.0,9.0,0.0,0.0,0.0,0.0,3.46,3.96,2.05,3.29,3.75,2.02,2.54,0.0,0.0,1.0
2020-10-04,19:45:00,Oostende,Mouscron,3.0,0.0,0.0,0.0,D,16.0,4.0,5.0,1.0,10.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.83,3.72,4.66,1.79,3.66,4.29,2.09,0.0,0.0,1.0
2020-10-04,17:15:00,Charleroi,Standard,1.0,2.0,0.0,0.0,D,7.0,10.0,2.0,5.0,8.0,12.0,7.0,8.0,2.0,3.0,0.0,0.0,2.42,3.28,3.23,2.3,3.27,3.06,1.9,1.0,0.0,0.0
2020-10-04,15:00:00,Gent,Beerschot VA,5.0,1.0,3.0,0.0,H,22.0,20.0,6.0,7.0,11.0,13.0,6.0,5.0,1.0,1.0,0.0,0.0,1.79,4.02,4.5,1.76,3.85,4.23,2.27,0.0,0.0,1.0
2020-10-04,12:30:00,Club Brugge,Anderlecht,3.0,0.0,1.0,0.0,H,22.0,5.0,6.0,2.0,18.0,15.0,8.0,1.0,1.0,4.0,0.0,1.0,1.6,4.07,6.24,1.58,4.01,5.43,2.2,0.0,0.0,1.0
2020-10-03,19:45:00,St Truiden,Kortrijk,0.0,0.0,0.0,0.0,D,23.0,5.0,4.0,2.0,15.0,17.0,9.0,4.0,3.0,2.0,0.0,1.0,2.89,3.68,2.44,2.8,3.5,2.37,2.13,0.0,1.0,0.0
2020-10-03,17:30:00,Eupen,Cercle Brugge,1.0,2.0,1.0,1.0,D,10.0,16.0,3.0,6.0,12.0,12.0,8.0,3.0,5.0,4.0,0.0,0.0,2.05,3.43,4.0,2.02,3.38,3.66,1.97,1.0,0.0,0.0
2020-10-03,17:30:00,Oud-Heverlee Leuven,Waregem,2.0,1.0,1.0,0.0,H,12.0,21.0,7.0,3.0,13.0,7.0,9.0,9.0,1.0,0.0,0.0,0.0,2.56,3.64,2.76,2.45,3.53,2.69,2.34,0.0,0.0,1.0
2020-10-03,15:15:00,Waasland-Beveren,Genk,1.0,1.0,0.0,0.0,D,18.0,13.0,8.0,2.0,10.0,12.0,4.0,6.0,3.0,3.0,0.0,0.0,5.96,4.79,1.53,5.57,4.56,1.5,2.83,0.0,1.0,0.0
2020-10-02,19:45:00,Antwerp,Mechelen,4.0,1.0,3.0,0.0,H,11.0,15.0,6.0,5.0,8.0,13.0,4.0,6.0,1.0,2.0,0.0,0.0,1.93,3.77,4.08,1.89,3.65,3.86,2.06,0.0,0.0,1.0
2020-09-28,19:45:00,Genk,Oostende,2.0,2.0,1.0,1.0,D,11.0,17.0,5.0,11.0,7.0,22.0,6.0,5.0,1.0,5.0,1.0,0.0,1.56,4.3,6.32,1.53,4.2,5.69,2.24,0.0,1.0,0.0
2020-09-27,19:45:00,Mouscron,Charleroi,1.0,1.0,1.0,1.0,D,7.0,19.0,2.0,6.0,6.0,6.0,0.0,6.0,1.0,1.0,0.0,0.0,5.26,3.73,1.75,4.77,3.59,1.73,1.95,0.0,1.0,0.0
2020-09-27,17:15:00,Club Brugge,Cercle Brugge,2.0,1.0,1.0,0.0,H,21.0,10.0,5.0,1.0,10.0,10.0,8.0,5.0,1.0,2.0,0.0,0.0,1.21,6.67,12.96,1.21,6.39,11.7,2.83,0.0,0.0,1.0
2020-09-27,15:00:00,Anderlecht,Eupen,1.0,1.0,0.0,0.0,D,6.0,8.0,3.0,5.0,12.0,20.0,9.0,5.0,2.0,4.0,0.0,0.0,1.65,4.06,5.65,1.61,3.96,5.18,2.08,0.0,1.0,0.0
2020-09-27,12:30:00,Standard,Waregem,2.0,2.0,0.0,1.0,A,16.0,5.0,4.0,2.0,11.0,26.0,7.0,2.0,2.0,3.0,0.0,0.0,1.5,4.98,6.16,1.47,4.55,6.07,2.33,0.0,1.0,0.0
2020-09-26,19:45:00,Gent,Oud-Heverlee Leuven,2.0,3.0,0.0,2.0,A,24.0,10.0,6.0,3.0,10.0,11.0,8.0,4.0,2.0,3.0,0.0,0.0,1.46,5.25,6.45,1.43,4.82,6.22,2.51,1.0,0.0,0.0
2020-09-26,17:30:00,Mechelen,St Truiden,2.0,0.0,0.0,0.0,D,13.0,7.0,5.0,2.0,16.0,16.0,3.0,6.0,3.0,6.0,0.0,0.0,1.75,4.35,4.39,1.73,4.03,4.2,2.3,0.0,0.0,1.0
2020-09-26,15:15:00,Beerschot VA,Waasland-Beveren,3.0,2.0,1.0,2.0,A,19.0,5.0,6.0,3.0,16.0,9.0,10.0,0.0,1.0,2.0,0.0,0.0,1.43,4.98,7.55,1.43,4.7,6.64,2.53,0.0,0.0,1.0
2020-09-25,19:45:00,Kortrijk,Antwerp,1.0,3.0,1.0,0.0,H,15.0,14.0,5.0,3.0,24.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,3.12,3.69,2.29,3.01,3.5,2.25,2.02,1.0,0.0,0.0
2020-09-21,19:45:00,Cercle Brugge,St Truiden,3.0,0.0,2.0,0.0,H,13.0,14.0,6.0,2.0,15.0,17.0,5.0,4.0,1.0,3.0,0.0,0.0,2.2,3.45,3.39,2.14,3.43,3.25,2.15,0.0,0.0,1.0
2020-09-20,19:45:00,Antwerp,Eupen,2.0,2.0,0.0,1.0,A,16.0,11.0,5.0,3.0,6.0,15.0,9.0,4.0,2.0,6.0,0.0,0.0,1.71,3.67,5.45,1.68,3.7,5.01,2.03,0.0,1.0,0.0
2020-09-20,17:15:00,Genk,Mechelen,3.0,1.0,1.0,1.0,D,11.0,18.0,4.0,5.0,11.0,17.0,1.0,4.0,0.0,1.0,0.0,0.0,1.71,4.08,4.75,1.68,3.98,4.59,2.21,0.0,0.0,1.0
2020-09-20,15:00:00,Standard,Kortrijk,2.0,1.0,2.0,1.0,H,16.0,2.0,5.0,1.0,17.0,21.0,6.0,3.0,0.0,3.0,0.0,0.0,1.58,4.02,6.23,1.56,4.05,5.62,2.13,0.0,0.0,1.0
2020-09-20,12:30:00,Waregem,Club Brugge,0.0,6.0,0.0,4.0,A,9.0,14.0,4.0,7.0,10.0,12.0,2.0,4.0,1.0,1.0,0.0,0.0,6.21,4.44,1.53,5.81,4.36,1.51,2.35,1.0,0.0,0.0
2020-09-19,19:45:00,Waasland-Beveren,Anderlecht,2.0,4.0,0.0,2.0,A,14.0,17.0,6.0,7.0,16.0,11.0,5.0,7.0,4.0,1.0,0.0,0.0,6.04,4.56,1.52,5.79,4.44,1.5,2.47,1.0,0.0,0.0
2020-09-19,17:30:00,Mouscron,Gent,0.0,1.0,0.0,1.0,A,15.0,14.0,3.0,7.0,12.0,5.0,11.0,3.0,3.0,0.0,0.0,0.0,4.39,3.85,1.81,4.23,3.73,1.79,2.11,1.0,0.0,0.0
2020-09-19,15:15:00,Oostende,Oud-Heverlee Leuven,3.0,1.0,1.0,0.0,H,17.0,15.0,4.0,6.0,19.0,11.0,11.0,2.0,4.0,2.0,0.0,0.0,2.09,3.72,3.41,2.06,3.59,3.32,2.15,0.0,0.0,1.0
2020-09-18,19:45:00,Charleroi,Beerschot VA,3.0,1.0,1.0,0.0,H,14.0,11.0,4.0,2.0,11.0,11.0,7.0,1.0,0.0,1.0,0.0,0.0,1.75,3.76,5.19,1.71,3.7,4.83,2.06,0.0,0.0,1.0
2020-09-14,19:45:00,Beerschot VA,Genk,5.0,2.0,1.0,1.0,D,12.0,6.0,7.0,3.0,16.0,17.0,5.0,3.0,0.0,4.0,0.0,2.0,3.17,3.75,2.24,3.09,3.6,2.18,2.38,0.0,0.0,1.0
2020-09-13,19:45:00,Kortrijk,Mouscron,3.0,0.0,0.0,0.0,D,17.0,9.0,8.0,2.0,15.0,9.0,8.0,1.0,2.0,2.0,0.0,2.0,1.85,3.9,4.16,1.85,3.7,3.92,2.14,0.0,0.0,1.0
2020-09-13,17:15:00,Waregem,Charleroi,0.0,2.0,0.0,0.0,D,8.0,11.0,1.0,4.0,13.0,12.0,3.0,2.0,0.0,1.0,0.0,0.0,3.71,3.45,2.11,3.48,3.43,2.05,2.13,1.0,0.0,0.0
2020-09-13,15:00:00,St Truiden,Antwerp,2.0,3.0,2.0,2.0,D,10.0,14.0,3.0,6.0,15.0,16.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,3.9,1.89,3.87,3.71,1.86,2.09,1.0,0.0,0.0
2020-09-13,12:30:00,Anderlecht,Cercle Brugge,2.0,0.0,1.0,0.0,H,15.0,8.0,6.0,1.0,11.0,20.0,7.0,3.0,1.0,4.0,0.0,0.0,1.5,4.61,6.54,1.48,4.43,6.02,2.29,0.0,0.0,1.0
2020-09-12,19:45:00,Club Brugge,Waasland-Beveren,4.0,1.0,2.0,1.0,H,18.0,7.0,9.0,4.0,17.0,4.0,5.0,2.0,1.0,2.0,0.0,0.0,1.13,9.29,23.78,1.13,8.1,18.06,2.83,0.0,0.0,1.0
2020-09-12,17:30:00,Oud-Heverlee Leuven,Standard,1.0,0.0,0.0,0.0,D,12.0,17.0,3.0,3.0,19.0,16.0,1.0,3.0,2.0,4.0,0.0,1.0,5.25,3.7,1.74,5.04,3.63,1.69,1.85,0.0,0.0,1.0
2020-09-12,15:15:00,Mechelen,Oostende,0.0,1.0,0.0,0.0,D,4.0,11.0,0.0,3.0,19.0,16.0,5.0,10.0,5.0,2.0,0.0,0.0,1.89,3.84,4.06,1.86,3.71,3.87,2.35,1.0,0.0,0.0
2020-09-11,19:45:00,Eupen,Gent,2.0,1.0,1.0,0.0,H,17.0,19.0,7.0,6.0,8.0,19.0,4.0,5.0,3.0,3.0,0.0,1.0,3.19,3.62,2.25,3.14,3.48,2.19,1.98,0.0,0.0,1.0
2020-08-30,19:45:00,Gent,Mechelen,1.0,0.0,1.0,0.0,H,15.0,13.0,7.0,3.0,15.0,16.0,3.0,2.0,2.0,1.0,0.0,0.0,1.78,3.97,4.37,1.74,3.91,4.3,2.32,0.0,0.0,1.0
2020-08-30,17:15:00,Charleroi,Antwerp,2.0,0.0,1.0,0.0,H,17.0,9.0,8.0,2.0,12.0,6.0,5.0,3.0,4.0,3.0,0.0,1.0,2.19,3.49,3.32,2.19,3.4,3.2,1.91,0.0,0.0,1.0
2020-08-30,15:00:00,Beerschot VA,Standard,0.0,3.0,0.0,1.0,A,20.0,14.0,5.0,8.0,14.0,12.0,7.0,5.0,3.0,1.0,0.0,0.0,3.02,3.46,2.35,2.94,3.42,2.31,2.03,1.0,0.0,0.0
2020-08-30,12:30:00,Genk,Club Brugge,1.0,2.0,0.0,1.0,A,10.0,14.0,2.0,5.0,18.0,15.0,1.0,5.0,4.0,3.0,0.0,0.0,3.25,3.45,2.23,3.09,3.38,2.25,1.92,1.0,0.0,0.0
2020-08-29,19:45:00,Mouscron,Waregem,0.0,1.0,0.0,0.0,D,8.0,9.0,3.0,2.0,14.0,10.0,5.0,4.0,2.0,1.0,0.0,0.0,2.8,3.47,2.5,2.75,3.42,2.46,2.09,1.0,0.0,0.0
2020-08-29,17:30:00,Cercle Brugge,Kortrijk,0.0,1.0,0.0,0.0,D,9.0,11.0,1.0,2.0,18.0,16.0,5.0,11.0,2.0,3.0,0.0,0.0,2.31,3.48,3.09,2.3,3.42,2.99,2.04,1.0,0.0,0.0
2020-08-29,17:30:00,Waasland-Beveren,Oud-Heverlee Leuven,1.0,3.0,0.0,1.0,A,16.0,12.0,4.0,7.0,12.0,15.0,4.0,6.0,1.0,1.0,1.0,0.0,2.66,3.56,2.58,2.58,3.45,2.59,2.03,1.0,0.0,0.0
2020-08-29,15:15:00,Eupen,St Truiden,1.0,1.0,1.0,0.0,H,5.0,17.0,3.0,4.0,25.0,14.0,4.0,5.0,4.0,4.0,1.0,0.0,2.01,3.64,3.7,2.01,3.51,3.58,2.03,0.0,1.0,0.0
2020-08-28,19:45:00,Oostende,Anderlecht,2.0,2.0,2.0,1.0,H,11.0,13.0,5.0,5.0,12.0,14.0,5.0,4.0,3.0,3.0,0.0,0.0,3.56,3.77,2.01,3.51,3.67,1.98,2.23,0.0,1.0,0.0
2020-08-24,19:45:00,St Truiden,Oostende,0.0,0.0,0.0,0.0,D,9.0,13.0,1.0,2.0,12.0,26.0,4.0,5.0,1.0,7.0,1.0,1.0,2.08,3.6,3.56,2.08,3.49,3.35,2.09,0.0,1.0,0.0
2020-08-23,17:15:00,Anderlecht,Mouscron,1.0,1.0,0.0,0.0,D,16.0,7.0,5.0,2.0,16.0,14.0,12.0,2.0,2.0,2.0,0.0,1.0,1.39,4.91,8.38,1.38,4.68,7.89,2.2,0.0,1.0,0.0
2020-08-23,15:00:00,Club Brugge,Beerschot VA,0.0,1.0,0.0,1.0,A,19.0,6.0,7.0,2.0,16.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,1.3,5.68,9.92,1.31,5.35,9.1,2.38,1.0,0.0,0.0
2020-08-23,12:30:00,Standard,Genk,0.0,0.0,0.0,0.0,D,12.0,10.0,1.0,3.0,18.0,12.0,6.0,5.0,6.0,2.0,1.0,0.0,2.23,3.38,3.38,2.23,3.32,3.19,1.99,0.0,1.0,0.0
2020-08-22,19:45:00,Antwerp,Gent,1.0,0.0,1.0,0.0,H,6.0,17.0,4.0,5.0,10.0,13.0,3.0,6.0,0.0,0.0,0.0,0.0,2.7,3.43,2.64,2.64,3.34,2.59,2.03,0.0,0.0,1.0
