HomeTeam,AwayTeam,FTR,head_to_head_games,head_to_head_goals_scored_home_team,head_to_head_goals_conceded_home_team,head_to_head_goals_scored_away_team,head_to_head_goals_conceded_away_team,home_average_goals_scored_5,home_average_goals_conceded_5,home_average_goal_difference_5,away_average_goals_scored_5,away_average_goals_conceded_5,away_average_goal_difference_5,home_average_goals_scored_10,home_average_goals_conceded_10,home_average_goal_difference_10,away_average_goals_scored_10,away_average_goals_conceded_10,away_average_goal_difference_10,home_average_goals_scored_20,home_average_goals_conceded_20,home_average_goal_difference_20,away_average_goals_scored_20,away_average_goals_conceded_20,away_average_goal_difference_20
Oostende,Genk,A,5,12.0,13.0,13.0,12.0,0.8,1.4,-0.5999999999999999,1.6,1.6,0.0,0.9,2.1,-1.2000000000000002,1.5,1.8,-0.30000000000000004,1.15,1.95,-0.8,1.8,1.65,0.15000000000000013
St. Gilloise,Gent,D,1,2.0,0.0,0.0,2.0,2.0,1.2,0.8,2.0,1.2,0.8,3.0,1.1,1.9,1.7,0.9,0.7999999999999999,2.5,1.0,1.5,1.65,1.1,0.5499999999999998
Standard,Waregem,A,4,10.0,6.0,6.0,10.0,1.2,2.0,-0.8,1.4,2.0,-0.6000000000000001,1.3,1.9,-0.5999999999999999,1.5,2.2,-0.7000000000000002,1.25,1.65,-0.3999999999999999,1.5,2.25,-0.75
Cercle Brugge,Club Brugge,H,5,4.0,9.0,9.0,4.0,2.2,1.0,1.2000000000000002,3.0,1.4,1.6,1.5,1.2,0.30000000000000004,2.3,1.3,0.9999999999999998,1.3,1.4,-0.09999999999999987,2.05,1.3,0.7499999999999998
Oud-Heverlee Leuven,Standard,H,3,4.0,3.0,3.0,4.0,1.2,2.2,-1.0000000000000002,1.4,2.0,-0.6000000000000001,1.5,1.6,-0.10000000000000009,1.3,1.9,-0.5999999999999999,1.25,1.75,-0.5,1.4,1.55,-0.15000000000000013
Genk,Antwerp,D,5,11.0,12.0,12.0,11.0,1.4,1.8,-0.40000000000000013,2.2,1.4,0.8000000000000003,1.6,2.0,-0.3999999999999999,1.7,1.0,0.7,1.85,1.75,0.10000000000000009,1.95,1.25,0.7
Eupen,Charleroi,A,5,7.0,8.0,8.0,7.0,1.2,1.8,-0.6000000000000001,1.8,1.6,0.19999999999999996,1.2,2.0,-0.8,1.9,1.5,0.3999999999999999,1.65,1.6,0.04999999999999982,1.8,1.45,0.3500000000000001
Club Brugge,Anderlecht,D,5,9.0,5.0,5.0,9.0,2.8,1.4,1.4,2.8,0.8,1.9999999999999998,2.2,1.2,1.0000000000000002,2.3,1.3,0.9999999999999998,2.15,1.3,0.8499999999999999,2.1,1.2,0.9000000000000001
Gent,St Truiden,H,5,7.0,6.0,6.0,7.0,2.0,1.2,0.8,0.8,1.8,-1.0,1.5,0.9,0.6,1.0,1.8,-0.8,1.9,1.15,0.75,0.95,1.5,-0.55
St. Gilloise,Cercle Brugge,H,1,3.0,0.0,0.0,3.0,2.8,1.0,1.7999999999999998,2.0,0.8,1.2,3.0,0.9,2.1,1.3,1.2,0.10000000000000009,0.0,0.0,0.0,1.25,1.3,-0.050000000000000044
Waregem,Mechelen,H,5,7.0,10.0,10.0,7.0,1.0,2.0,-1.0,1.6,2.0,-0.3999999999999999,1.3,2.5,-1.2,1.8,1.6,0.19999999999999996,1.45,2.5,-1.05,1.85,1.75,0.10000000000000009
Beerschot VA,Oostende,A,3,4.0,6.0,6.0,4.0,0.6,1.0,-0.4,0.6,2.8,-2.1999999999999997,0.8,1.3,-0.5,0.8,2.2,-1.4000000000000001,0.8,1.85,-1.05,1.1,2.0,-0.8999999999999999
Seraing,Kortrijk,A,1,0.0,2.0,2.0,0.0,1.4,2.2,-0.8000000000000003,1.4,1.2,0.19999999999999996,1.5,2.2,-0.7000000000000002,1.2,1.2,0.0,0.0,0.0,0.0,1.25,1.3,-0.050000000000000044
Genk,Charleroi,H,5,6.0,6.0,6.0,6.0,0.8,1.6,-0.8,1.4,1.6,-0.20000000000000018,1.5,1.8,-0.30000000000000004,1.7,1.3,0.3999999999999999,1.85,1.65,0.20000000000000018,1.7,1.45,0.25
Antwerp,Eupen,H,5,10.0,3.0,3.0,10.0,1.8,1.0,0.8,1.0,1.2,-0.19999999999999996,1.5,0.9,0.6,1.3,1.6,-0.30000000000000004,1.9,1.25,0.6499999999999999,1.55,1.6,-0.050000000000000044
Oud-Heverlee Leuven,Club Brugge,A,3,3.0,5.0,5.0,3.0,1.2,1.4,-0.19999999999999996,2.4,1.6,0.7999999999999998,1.5,1.3,0.19999999999999996,1.9,1.2,0.7,1.2,1.7,-0.5,2.0,1.35,0.6499999999999999
Mechelen,Gent,H,5,1.0,10.0,10.0,1.0,0.8,1.6,-0.8,1.4,0.4,0.9999999999999999,1.6,1.3,0.30000000000000004,1.4,0.6,0.7999999999999999,1.85,1.7,0.15000000000000013,1.95,0.95,1.0
Waregem,St. Gilloise,A,1,1.0,2.0,2.0,1.0,1.2,1.8,-0.6000000000000001,3.2,1.0,2.2,1.5,2.5,-1.0,2.9,1.1,1.7999999999999998,1.55,2.6,-1.05,0.0,0.0,0.0
Anderlecht,St Truiden,H,4,10.0,4.0,4.0,10.0,2.4,1.2,1.2,1.0,1.4,-0.3999999999999999,2.3,1.5,0.7999999999999998,1.2,1.7,-0.5,2.1,1.25,0.8500000000000001,0.95,1.6,-0.6500000000000001
Oostende,Kortrijk,A,5,5.0,10.0,10.0,5.0,0.6,2.6,-2.0,1.2,1.4,-0.19999999999999996,1.0,2.2,-1.2000000000000002,1.2,1.4,-0.19999999999999996,1.2,1.95,-0.75,1.35,1.45,-0.09999999999999987
Cercle Brugge,Seraing,H,1,1.0,2.0,2.0,1.0,1.8,1.0,0.8,1.4,1.8,-0.40000000000000013,1.2,1.4,-0.19999999999999996,1.5,2.3,-0.7999999999999998,1.3,1.3,0.0,0.0,0.0,0.0
Club Brugge,Waregem,H,5,19.0,0.0,0.0,19.0,2.2,1.8,0.40000000000000013,1.6,2.4,-0.7999999999999998,1.7,1.2,0.5,1.6,2.4,-0.7999999999999998,1.95,1.4,0.55,1.65,2.5,-0.8500000000000001
Gent,Genk,H,5,11.0,4.0,4.0,11.0,1.2,0.8,0.3999999999999999,2.0,1.8,0.19999999999999996,1.4,0.7,0.7,1.7,2.1,-0.40000000000000013,1.95,1.05,0.8999999999999999,2.0,1.7,0.30000000000000004
St. Gilloise,Mechelen,H,1,1.0,3.0,3.0,1.0,3.2,1.0,2.2,1.6,1.6,0.0,2.9,1.2,1.7,1.8,1.1,0.7,0.0,0.0,0.0,1.9,1.7,0.19999999999999996
Antwerp,Standard,A,5,9.0,7.0,7.0,9.0,1.6,0.4,1.2000000000000002,1.0,1.8,-0.8,1.7,0.8,0.8999999999999999,1.0,1.8,-0.8,1.85,1.3,0.55,1.35,1.5,-0.1499999999999999
Seraing,Anderlecht,A,1,0.0,3.0,3.0,0.0,1.4,1.4,0.0,1.8,1.6,0.19999999999999996,1.6,2.0,-0.3999999999999999,1.9,1.6,0.2999999999999998,0.0,0.0,0.0,2.05,1.3,0.7499999999999998
Eupen,Beerschot VA,H,3,7.0,1.0,1.0,7.0,0.8,1.8,-1.0,1.2,0.8,0.3999999999999999,1.4,1.7,-0.30000000000000004,0.9,1.5,-0.6,1.55,1.7,-0.1499999999999999,0.9,1.85,-0.9500000000000001
St Truiden,Cercle Brugge,A,5,5.0,6.0,6.0,5.0,1.0,1.4,-0.3999999999999999,1.4,1.0,0.3999999999999999,1.2,1.7,-0.5,1.1,1.5,-0.3999999999999999,1.1,1.6,-0.5,1.3,1.3,0.0
Kortrijk,Oud-Heverlee Leuven,H,3,2.0,8.0,8.0,2.0,1.0,1.4,-0.3999999999999999,1.4,1.4,0.0,1.1,1.3,-0.19999999999999996,1.4,1.3,0.09999999999999987,1.3,1.5,-0.19999999999999996,1.25,1.75,-0.5
Charleroi,Oostende,H,5,12.0,3.0,3.0,12.0,1.8,1.6,0.19999999999999996,1.0,3.2,-2.2,1.6,1.4,0.20000000000000018,1.3,2.2,-0.9000000000000001,1.7,1.55,0.1499999999999999,1.2,2.0,-0.8
Mechelen,Genk,D,3,4.0,4.0,4.0,4.0,1.8,1.8,0.0,1.8,2.2,-0.40000000000000013,1.9,1.7,0.19999999999999996,1.8,2.1,-0.30000000000000004,1.95,1.75,0.19999999999999996,2.05,1.75,0.2999999999999998
Standard,Charleroi,A,4,6.0,6.0,6.0,6.0,1.2,1.4,-0.19999999999999996,1.8,1.8,0.0,1.1,1.5,-0.3999999999999999,1.6,1.6,0.0,1.45,1.45,0.0,1.6,1.6,0.0
Anderlecht,Waregem,H,4,15.0,4.0,4.0,15.0,2.0,1.6,0.3999999999999999,1.6,2.2,-0.6000000000000001,1.7,1.4,0.30000000000000004,1.6,2.5,-0.8999999999999999,2.1,1.25,0.8500000000000001,1.6,2.55,-0.9499999999999997
Beerschot VA,Antwerp,A,2,3.0,5.0,5.0,3.0,1.6,1.4,0.20000000000000018,1.6,0.6,1.0,0.9,1.5,-0.6,1.8,0.9,0.9,0.95,1.9,-0.95,1.9,1.3,0.5999999999999999
Club Brugge,Seraing,H,0,0.0,0.0,0.0,0.0,1.8,1.6,0.19999999999999996,1.2,1.4,-0.19999999999999996,1.7,1.0,0.7,1.4,1.8,-0.40000000000000013,1.8,1.4,0.40000000000000013,0.0,0.0,0.0
Kortrijk,Cercle Brugge,A,4,6.0,3.0,3.0,6.0,1.2,1.0,0.19999999999999996,1.2,1.2,0.0,1.2,1.3,-0.10000000000000009,1.3,1.7,-0.3999999999999999,1.3,1.5,-0.19999999999999996,1.2,1.35,-0.15000000000000013
Oostende,Eupen,H,4,4.0,6.0,6.0,4.0,0.6,3.2,-2.6,1.0,2.0,-1.0,1.1,2.4,-1.2999999999999998,1.3,1.6,-0.30000000000000004,1.15,1.95,-0.8,1.6,1.6,0.0
Oud-Heverlee Leuven,Gent,A,2,3.0,5.0,5.0,3.0,2.2,1.4,0.8000000000000003,1.6,0.8,0.8,1.6,1.3,0.30000000000000004,1.3,0.8,0.5,1.35,1.8,-0.44999999999999996,1.95,1.05,0.8999999999999999
St Truiden,St. Gilloise,A,0,0.0,0.0,0.0,0.0,1.0,1.8,-0.8,3.4,1.2,2.2,1.2,1.5,-0.30000000000000004,2.8,1.2,1.5999999999999999,1.15,1.55,-0.40000000000000013,0.0,0.0,0.0
Antwerp,Oostende,H,4,6.0,5.0,5.0,6.0,1.2,1.0,0.19999999999999996,1.0,2.8,-1.7999999999999998,1.6,0.9,0.7000000000000001,1.1,2.3,-1.1999999999999997,1.95,1.4,0.55,1.15,1.85,-0.7000000000000002
Gent,Standard,H,4,7.0,4.0,4.0,7.0,1.4,0.6,0.7999999999999999,1.4,1.2,0.19999999999999996,1.2,1.0,0.19999999999999996,1.0,1.6,-0.6000000000000001,1.8,1.2,0.6000000000000001,1.4,1.35,0.04999999999999982
Waregem,Beerschot VA,H,2,1.0,6.0,6.0,1.0,1.6,2.4,-0.7999999999999998,1.6,1.2,0.40000000000000013,1.6,2.5,-0.8999999999999999,1.1,1.8,-0.7,1.5,2.7,-1.2000000000000002,1.05,1.85,-0.8
Genk,Club Brugge,A,4,5.0,8.0,8.0,5.0,1.4,2.0,-0.6000000000000001,1.6,1.2,0.40000000000000013,1.7,1.9,-0.19999999999999996,1.5,1.4,0.10000000000000009,2.05,1.6,0.44999999999999973,1.85,1.3,0.55
Charleroi,Anderlecht,A,4,2.0,5.0,5.0,2.0,2.0,1.2,0.8,1.8,1.8,0.0,2.0,1.5,0.5,2.1,1.5,0.6000000000000001,1.6,1.5,0.10000000000000009,2.0,1.25,0.75
Cercle Brugge,Mechelen,H,4,7.0,8.0,8.0,7.0,0.8,1.4,-0.5999999999999999,1.8,1.2,0.6000000000000001,1.0,1.7,-0.7,2.0,1.6,0.3999999999999999,1.05,1.4,-0.34999999999999987,1.95,1.65,0.30000000000000004
Eupen,Kortrijk,D,4,5.0,3.0,3.0,5.0,0.6,2.0,-1.4,0.8,1.0,-0.19999999999999996,1.2,1.6,-0.40000000000000013,1.2,1.3,-0.10000000000000009,1.65,1.65,0.0,1.3,1.6,-0.30000000000000004
Seraing,St Truiden,H,0,0.0,0.0,0.0,0.0,1.2,2.2,-1.0000000000000002,1.4,1.8,-0.40000000000000013,1.4,1.9,-0.5,1.3,1.3,0.0,0.0,0.0,0.0,1.15,1.45,-0.30000000000000004
St. Gilloise,Oud-Heverlee Leuven,A,0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,1.6,0.3999999999999999,3.1,0.9,2.2,1.5,1.4,0.10000000000000009,0.0,0.0,0.0,1.35,1.9,-0.5499999999999998
Beerschot VA,Genk,H,2,7.0,3.0,3.0,7.0,1.2,1.2,0.0,1.8,2.2,-0.40000000000000013,1.1,2.1,-1.0,1.8,1.7,0.10000000000000009,1.05,1.95,-0.8999999999999999,2.15,1.55,0.5999999999999999
Oostende,St. Gilloise,A,0,0.0,0.0,0.0,0.0,1.0,1.6,-0.6000000000000001,3.2,0.8,2.4000000000000004,1.0,1.7,-0.7,2.5,1.1,1.4,1.2,1.5,-0.30000000000000004,0.0,0.0,0.0
St Truiden,Antwerp,H,4,3.0,6.0,6.0,3.0,1.2,1.8,-0.6000000000000001,1.2,0.6,0.6,1.1,1.4,-0.2999999999999998,1.7,0.9,0.7999999999999999,1.05,1.5,-0.44999999999999996,1.9,1.4,0.5
Anderlecht,Kortrijk,D,4,5.0,7.0,7.0,5.0,1.8,1.8,0.0,1.0,1.2,-0.19999999999999996,2.0,1.5,0.5,1.3,1.2,0.10000000000000009,2.1,1.25,0.8500000000000001,1.3,1.65,-0.34999999999999987
Standard,Eupen,H,4,11.0,3.0,3.0,11.0,1.4,1.8,-0.40000000000000013,1.2,2.2,-1.0000000000000002,1.0,1.6,-0.6000000000000001,1.6,1.6,0.0,1.4,1.5,-0.10000000000000009,1.75,1.6,0.1499999999999999
Oud-Heverlee Leuven,Seraing,A,0,0.0,0.0,0.0,0.0,1.8,1.0,0.8,1.6,2.2,-0.6000000000000001,1.5,1.5,0.0,1.3,1.9,-0.5999999999999999,1.4,1.75,-0.3500000000000001,0.0,0.0,0.0
Waregem,Gent,A,4,7.0,11.0,11.0,7.0,1.6,3.0,-1.4,1.0,0.6,0.4,1.7,2.5,-0.8,1.6,1.0,0.6000000000000001,1.55,2.65,-1.0999999999999999,1.75,1.15,0.6000000000000001
Cercle Brugge,Charleroi,A,4,3.0,13.0,13.0,3.0,0.6,1.6,-1.0,2.0,1.4,0.6000000000000001,1.0,1.7,-0.7,2.0,1.6,0.3999999999999999,1.1,1.3,-0.19999999999999996,1.5,1.45,0.050000000000000044
Mechelen,Club Brugge,H,4,2.0,13.0,13.0,2.0,2.0,1.2,0.8,1.6,1.0,0.6000000000000001,2.1,1.6,0.5,1.7,1.4,0.30000000000000004,1.85,1.7,0.15000000000000013,1.85,1.25,0.6000000000000001
Genk,Cercle Brugge,D,4,10.0,2.0,2.0,10.0,2.2,2.0,0.20000000000000018,0.6,1.8,-1.2000000000000002,2.1,1.6,0.5,1.0,1.8,-0.8,2.15,1.6,0.5499999999999998,1.15,1.3,-0.15000000000000013
Antwerp,Anderlecht,H,4,3.0,6.0,6.0,3.0,1.2,0.8,0.3999999999999999,2.2,1.8,0.40000000000000013,1.6,1.0,0.6000000000000001,2.2,1.4,0.8000000000000003,1.8,1.4,0.40000000000000013,2.1,1.25,0.8500000000000001
Seraing,Gent,D,0,0.0,0.0,0.0,0.0,1.6,2.8,-1.1999999999999997,1.4,0.8,0.5999999999999999,1.5,2.2,-0.7000000000000002,1.8,1.0,0.8,0.0,0.0,0.0,1.8,1.2,0.6000000000000001
Club Brugge,Standard,D,4,5.0,3.0,3.0,5.0,1.4,0.8,0.5999999999999999,1.2,1.8,-0.6000000000000001,1.9,1.2,0.7,0.9,1.4,-0.4999999999999999,1.9,1.15,0.75,1.4,1.55,-0.15000000000000013
St. Gilloise,Charleroi,H,0,0.0,0.0,0.0,0.0,2.6,1.2,1.4000000000000001,2.0,1.0,1.0,2.3,1.1,1.1999999999999997,2.1,1.3,0.8,0.0,0.0,0.0,1.55,1.35,0.19999999999999996
Kortrijk,Beerschot VA,D,2,5.0,5.0,5.0,5.0,1.2,1.4,-0.19999999999999996,1.0,1.6,-0.6000000000000001,1.2,1.3,-0.10000000000000009,1.0,2.1,-1.1,1.35,1.6,-0.25,1.1,1.95,-0.8499999999999999
Mechelen,St Truiden,A,4,7.0,4.0,4.0,7.0,2.4,1.0,1.4,1.4,2.0,-0.6000000000000001,2.1,1.7,0.40000000000000013,1.1,1.6,-0.5,1.9,1.7,0.19999999999999996,1.0,1.5,-0.5
Eupen,Waregem,D,4,4.0,7.0,7.0,4.0,1.6,2.0,-0.3999999999999999,1.8,3.2,-1.4000000000000001,1.7,1.6,0.09999999999999987,1.6,2.8,-1.1999999999999997,1.75,1.6,0.1499999999999999,1.65,2.7,-1.0500000000000003
Oud-Heverlee Leuven,Oostende,H,2,2.0,5.0,5.0,2.0,1.8,1.2,0.6000000000000001,1.4,1.8,-0.40000000000000013,1.4,1.9,-0.5,1.3,1.8,-0.5,1.35,1.9,-0.5499999999999998,1.25,1.5,-0.25
Gent,St. Gilloise,A,0,0.0,0.0,0.0,0.0,1.6,0.6,1.0,2.6,1.4,1.2000000000000002,1.8,0.9,0.9,2.4,1.1,1.2999999999999998,2.0,1.1,0.8999999999999999,0.0,0.0,0.0
Anderlecht,Oud-Heverlee Leuven,D,2,2.0,3.0,3.0,2.0,2.0,1.6,0.3999999999999999,1.4,1.2,0.19999999999999996,2.3,1.2,1.0999999999999999,1.3,1.8,-0.5,2.0,1.15,0.8500000000000001,1.4,1.85,-0.4500000000000002
Cercle Brugge,Antwerp,A,4,4.0,7.0,7.0,4.0,0.8,2.0,-1.2,1.8,1.2,0.6000000000000001,1.1,1.8,-0.7,2.0,1.2,0.8,1.15,1.25,-0.10000000000000009,1.8,1.45,0.3500000000000001
Waregem,Genk,A,4,5.0,8.0,8.0,5.0,1.6,2.4,-0.7999999999999998,1.4,2.4,-1.0,1.7,2.3,-0.5999999999999999,1.7,1.5,0.19999999999999996,1.65,2.45,-0.8000000000000003,1.9,1.65,0.25
St Truiden,Club Brugge,A,4,2.0,11.0,11.0,2.0,1.4,2.0,-0.6000000000000001,1.2,0.6,0.6,1.1,1.7,-0.5999999999999999,1.8,1.2,0.6000000000000001,1.0,1.5,-0.5,1.95,1.1,0.8499999999999999
Beerschot VA,Seraing,H,0,0.0,0.0,0.0,0.0,0.6,2.2,-1.6,1.8,2.6,-0.8,0.7,2.4,-1.7,1.5,2.2,-0.7000000000000002,1.0,2.05,-1.0499999999999998,0.0,0.0,0.0
Standard,Kortrijk,D,4,6.0,7.0,7.0,6.0,1.0,1.8,-0.8,1.2,1.2,0.0,1.0,1.8,-0.8,1.2,1.4,-0.19999999999999996,1.4,1.55,-0.15000000000000013,1.35,1.7,-0.34999999999999987
Charleroi,Eupen,H,4,5.0,7.0,7.0,5.0,1.4,1.2,0.19999999999999996,2.0,1.6,0.3999999999999999,1.9,1.4,0.5,2.0,1.4,0.6000000000000001,1.45,1.4,0.050000000000000044,1.75,1.5,0.25
Oostende,Mechelen,A,4,5.0,2.0,2.0,5.0,1.6,1.2,0.40000000000000013,2.0,0.6,1.4,1.2,1.4,-0.19999999999999996,1.8,1.8,0.0,1.3,1.35,-0.050000000000000044,1.8,1.65,0.15000000000000013
Oud-Heverlee Leuven,St Truiden,H,2,3.0,5.0,5.0,3.0,1.0,1.2,-0.19999999999999996,1.4,1.2,0.19999999999999996,1.0,1.8,-0.8,1.0,1.3,-0.30000000000000004,1.25,1.85,-0.6000000000000001,1.0,1.45,-0.44999999999999996
Genk,Gent,A,4,4.0,8.0,8.0,4.0,1.8,2.0,-0.19999999999999996,1.0,0.8,0.19999999999999996,2.0,1.6,0.3999999999999999,1.7,1.1,0.5999999999999999,1.95,1.6,0.34999999999999987,1.95,1.2,0.75
Anderlecht,Beerschot VA,H,2,3.0,2.0,2.0,3.0,1.4,1.2,0.19999999999999996,0.2,1.6,-1.4000000000000001,2.0,1.1,0.8999999999999999,0.7,2.2,-1.5000000000000002,1.9,1.1,0.7999999999999998,0.95,1.95,-1.0
Antwerp,Club Brugge,D,4,4.0,4.0,4.0,4.0,2.0,1.2,0.8,1.6,0.4,1.2000000000000002,1.9,1.2,0.7,1.8,1.1,0.7,1.85,1.45,0.40000000000000013,2.0,1.05,0.95
Eupen,St. Gilloise,A,0,0.0,0.0,0.0,0.0,1.6,1.2,0.40000000000000013,2.2,1.2,1.0000000000000002,1.9,1.2,0.7,2.1,1.0,1.1,1.75,1.45,0.30000000000000004,0.0,0.0,0.0
Kortrijk,Oostende,H,4,9.0,5.0,5.0,9.0,1.2,1.6,-0.40000000000000013,1.6,1.6,0.0,1.2,1.4,-0.19999999999999996,1.6,1.6,0.0,1.45,1.7,-0.25,1.45,1.35,0.09999999999999987
Mechelen,Waregem,D,4,8.0,5.0,5.0,8.0,2.0,1.6,0.3999999999999999,1.6,2.8,-1.1999999999999997,1.6,1.7,-0.09999999999999987,1.6,2.3,-0.6999999999999997,1.75,1.55,0.19999999999999996,1.6,2.4,-0.7999999999999998
Cercle Brugge,Standard,D,4,1.0,6.0,6.0,1.0,1.4,2.2,-0.8000000000000003,1.0,1.6,-0.6000000000000001,1.1,1.8,-0.7,1.1,1.8,-0.7,1.1,1.25,-0.1499999999999999,1.4,1.55,-0.15000000000000013
Seraing,Charleroi,A,0,0.0,0.0,0.0,0.0,1.6,2.2,-0.6000000000000001,1.4,1.4,0.0,1.5,1.9,-0.3999999999999999,1.6,1.3,0.30000000000000004,0.0,0.0,0.0,1.35,1.4,-0.04999999999999982
Gent,Eupen,H,4,12.0,7.0,7.0,12.0,1.0,1.4,-0.3999999999999999,1.8,1.2,0.6000000000000001,1.6,1.3,0.30000000000000004,2.1,1.2,0.9000000000000001,1.85,1.2,0.6500000000000001,1.8,1.4,0.40000000000000013
Charleroi,Genk,H,4,4.0,6.0,6.0,4.0,2.0,1.8,0.19999999999999996,2.0,1.8,0.19999999999999996,1.7,1.3,0.3999999999999999,2.1,1.5,0.6000000000000001,1.4,1.45,-0.050000000000000044,1.95,1.5,0.44999999999999996
Beerschot VA,Mechelen,A,2,4.0,4.0,4.0,4.0,0.6,2.4,-1.7999999999999998,2.2,2.0,0.20000000000000018,0.7,2.2,-1.5000000000000002,1.8,1.9,-0.09999999999999987,1.0,1.9,-0.8999999999999999,1.7,1.55,0.1499999999999999
St Truiden,Anderlecht,D,3,2.0,8.0,8.0,2.0,1.2,0.8,0.3999999999999999,2.4,1.2,1.2,1.0,1.2,-0.19999999999999996,1.9,1.2,0.7,1.05,1.35,-0.30000000000000004,1.8,1.0,0.8
Standard,Oud-Heverlee Leuven,D,2,1.0,2.0,2.0,1.0,0.6,2.0,-1.4,1.0,1.2,-0.19999999999999996,1.0,1.7,-0.7,0.9,1.7,-0.7999999999999999,1.35,1.6,-0.25,1.15,1.8,-0.6500000000000001
Oostende,Cercle Brugge,H,3,5.0,2.0,2.0,5.0,1.2,1.8,-0.6000000000000001,1.2,2.0,-0.8,1.4,1.8,-0.40000000000000013,1.1,1.6,-0.5,1.4,1.4,0.0,1.05,1.3,-0.25
Waregem,Antwerp,H,4,5.0,5.0,5.0,5.0,1.6,2.6,-1.0,2.0,0.8,1.2,1.5,2.3,-0.7999999999999998,2.0,1.3,0.7,1.6,2.4,-0.7999999999999998,1.95,1.45,0.5
St. Gilloise,Seraing,H,0,0.0,0.0,0.0,0.0,2.2,0.8,1.4000000000000001,1.6,1.6,0.0,2.0,0.9,1.1,1.3,1.7,-0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Club Brugge,Kortrijk,H,4,8.0,3.0,3.0,8.0,1.4,1.6,-0.20000000000000018,1.6,1.6,0.0,1.8,1.3,0.5,1.4,1.2,0.19999999999999996,2.05,1.1,0.9499999999999997,1.5,1.75,-0.25
Eupen,Genk,H,4,4.0,10.0,10.0,4.0,2.0,1.0,1.0,1.8,1.2,0.6000000000000001,2.1,1.2,0.9000000000000001,2.1,1.5,0.6000000000000001,1.65,1.4,0.25,2.0,1.45,0.55
Antwerp,Gent,H,4,6.0,3.0,3.0,6.0,2.2,1.2,1.0000000000000002,2.2,1.4,0.8000000000000003,2.2,1.5,0.7000000000000002,2.3,1.4,0.8999999999999999,2.0,1.45,0.55,1.9,1.2,0.7
Seraing,Waregem,H,0,0.0,0.0,0.0,0.0,1.0,1.6,-0.6000000000000001,1.8,2.0,-0.19999999999999996,0.0,0.0,0.0,1.6,2.5,-0.8999999999999999,0.0,0.0,0.0,1.65,2.3,-0.6499999999999999
Anderlecht,Club Brugge,D,4,4.0,8.0,8.0,4.0,2.2,1.2,1.0000000000000002,1.8,1.8,0.0,1.9,1.1,0.7999999999999998,2.1,1.4,0.7000000000000002,1.8,1.0,0.8,2.1,1.1,1.0
Oud-Heverlee Leuven,Beerschot VA,D,2,2.0,5.0,5.0,2.0,1.2,2.0,-0.8,1.0,3.0,-2.0,1.0,1.9,-0.8999999999999999,0.7,2.5,-1.8,1.2,1.85,-0.6500000000000001,1.0,1.9,-0.8999999999999999
Cercle Brugge,St. Gilloise,A,0,0.0,0.0,0.0,0.0,1.4,1.8,-0.40000000000000013,1.8,1.4,0.40000000000000013,1.2,1.4,-0.19999999999999996,0.0,0.0,0.0,1.1,1.25,-0.1499999999999999,0.0,0.0,0.0
St Truiden,Oostende,D,4,2.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,1.8,-0.8,0.9,1.2,-0.29999999999999993,1.4,1.8,-0.40000000000000013,1.05,1.35,-0.30000000000000004,1.45,1.45,0.0
Kortrijk,Charleroi,D,3,2.0,4.0,4.0,2.0,1.6,1.2,0.40000000000000013,2.0,1.8,0.19999999999999996,1.3,1.4,-0.09999999999999987,1.7,1.4,0.30000000000000004,1.4,1.65,-0.25,1.35,1.4,-0.04999999999999982
Mechelen,Standard,H,4,6.0,10.0,10.0,6.0,2.2,2.0,0.20000000000000018,0.6,1.4,-0.7999999999999999,1.9,1.9,0.0,1.2,1.4,-0.19999999999999996,1.7,1.6,0.09999999999999987,1.4,1.55,-0.15000000000000013
Charleroi,Mechelen,A,4,7.0,7.0,7.0,7.0,2.2,1.6,0.6000000000000001,1.8,2.4,-0.5999999999999999,1.7,1.6,0.09999999999999987,2.1,2.1,0.0,1.45,1.45,0.0,1.75,1.6,0.1499999999999999
Genk,Seraing,H,0,0.0,0.0,0.0,0.0,2.0,1.2,0.8,1.4,1.6,-0.20000000000000018,2.2,1.5,0.7000000000000002,0.0,0.0,0.0,1.95,1.6,0.34999999999999987,0.0,0.0,0.0
Oostende,Anderlecht,D,4,8.0,7.0,7.0,8.0,1.2,1.8,-0.6000000000000001,2.2,1.0,1.2000000000000002,1.4,1.7,-0.30000000000000004,1.9,1.0,0.8999999999999999,1.45,1.4,0.050000000000000044,1.7,0.9,0.7999999999999999
Gent,Cercle Brugge,H,4,6.0,8.0,8.0,6.0,2.2,1.2,1.0000000000000002,1.4,1.8,-0.40000000000000013,2.5,1.3,1.2,1.4,1.2,0.19999999999999996,1.95,1.15,0.8,1.15,1.2,-0.050000000000000044
St. Gilloise,Antwerp,A,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.2,0.8,0.0,0.0,0.0,2.3,1.6,0.6999999999999997,0.0,0.0,0.0,1.95,1.5,0.44999999999999996
Standard,St Truiden,A,4,2.0,6.0,6.0,2.0,0.6,1.0,-0.4,0.8,1.2,-0.3999999999999999,1.5,1.2,0.30000000000000004,0.7,1.5,-0.8,1.5,1.55,-0.050000000000000044,0.95,1.4,-0.44999999999999996
